           sum      HER2      ELSE
2474  1.894440  0.929216  0.965224
2475  1.869439  0.893878  0.975561
2476  1.811012  0.848482  0.962530
2477  1.862639  0.897252  0.965387
2478  1.929240  0.959225  0.970015
2479  1.381311  0.393373  0.987938
2480  1.922963  0.944986  0.977977
2481  1.866391  0.905757  0.960634
2482  1.957605  0.976714  0.980891
2483  1.681059  0.704239  0.976821
2484  1.966890  0.981743  0.985146
2485  1.865147  0.899110  0.966037
2486  1.940168  0.974312  0.965856
2487  1.820634  0.838714  0.981920
2488  1.968972  0.982912  0.986060
2489  1.457224  0.483759  0.973465
2490  1.941468  0.970650  0.970818
2491  1.948028  0.969103  0.978925
2492  1.508166  0.528653  0.979513
2493  1.873612  0.879491  0.994121
2494  1.861312  0.892451  0.968861
2495  1.975319  0.988600  0.986719
2496  1.872403  0.903370  0.969033
2497  1.513616  0.528379  0.985237
2498  1.866289  0.887168  0.979120
2499  1.883849  0.897559  0.986289
2500  1.970670  0.983664  0.987006
2501  1.858131  0.887961  0.970170
2502  1.626364  0.657902  0.968462
2503  1.844400  0.872617  0.971782
2504  1.923323  0.936451  0.986872
2505  1.495154  0.509191  0.985963
2506  1.324330  0.345210  0.979120
2507  1.451824  0.478409  0.973415
2508  1.546983  0.562324  0.984658
2509  1.557028  0.578178  0.978850
2510  1.972811  0.983901  0.988910
2511  1.404491  0.419873  0.984618
2512  1.750589  0.768520  0.982068
2513  1.881363  0.907214  0.974149
2514  1.812962  0.845502  0.967460
2515  1.915280  0.947708  0.967573
2516  1.989119  0.995809  0.993309
2517  1.927810  0.953819  0.973991
2518  1.114269  0.159651  0.954617
2519  1.722923  0.734681  0.988242
2520  1.820121  0.860656  0.959464
2521  1.888296  0.909952  0.978344
2522  1.937356  0.957706  0.979650
2523  1.962126  0.977610  0.984516
2524  1.840054  0.868248  0.971806
2525  1.781184  0.803098  0.978086
2526  1.902937  0.929564  0.973373
2527  1.946952  0.960394  0.986558
2528  1.965217  0.989273  0.975944
2529  1.833385  0.861047  0.972338
2530  1.801422  0.819274  0.982148
2531  1.758589  0.791836  0.966754
2532  1.925198  0.942008  0.983190
2533  1.657456  0.690703  0.966753
2534  1.949746  0.965849  0.983897
2535  1.609629  0.641950  0.967678
2536  1.604714  0.637557  0.967156
2537  1.815088  0.838562  0.976526
2538  1.979569  0.992980  0.986589
2539  1.461506  0.493141  0.968365
2540  1.906503  0.924529  0.981974
2541  1.211302  0.228857  0.982445
2542  1.466126  0.492492  0.973634
2543  1.577958  0.599276  0.978683
2544  1.786728  0.796923  0.989805
2545  1.559131  0.588613  0.970518
2546  1.977655  0.985608  0.992047
2547  1.947619  0.962383  0.985237
2548  1.977405  0.993032  0.984373
2549  1.532445  0.554449  0.977996
2550  1.857490  0.881542  0.975948
2551  1.916027  0.939925  0.976102
2552  1.943332  0.960295  0.983038
2553  1.950187  0.968148  0.982040
2554  1.969310  0.986787  0.982523
2555  1.904128  0.920771  0.983356
2556  1.955996  0.981281  0.974715
2557  1.866959  0.890425  0.976533
2558  1.612731  0.639614  0.973117
2559  1.518014  0.539058  0.978956
2560  1.938778  0.950597  0.988181
2561  1.724944  0.736827  0.988117
2562  1.980965  0.994319  0.986646
2563  1.959303  0.974539  0.984764
2564  1.913125  0.919313  0.993812
2565  1.950640  0.969387  0.981253
2566  1.861118  0.895744  0.965374
2567  1.841460  0.871068  0.970392
2568  1.915910  0.943904  0.972006
2569  1.984266  0.997093  0.987173
2570  1.319039  0.352393  0.966645
2571  1.788331  0.795754  0.992577
2572  1.857719  0.868952  0.988767
2573  1.865623  0.888695  0.976929
2574  1.328310  0.349760  0.978550
2575  1.948452  0.955841  0.992610
2576  1.596806  0.625220  0.971586
2577  1.935166  0.947617  0.987549
2578  1.895552  0.918830  0.976722
2579  1.796196  0.814448  0.981748
2580  1.940408  0.969728  0.970679
2581  1.966033  0.977431  0.988602
2582  1.906050  0.926319  0.979731
2583  1.924348  0.929473  0.994876
2584  1.907007  0.924365  0.982641
2585  1.979886  0.989634  0.990251
2586  1.954289  0.979918  0.974371
2587  1.934107  0.959427  0.974680
2588  1.910088  0.924586  0.985502
2589  1.936244  0.946499  0.989744
2590  1.713533  0.739270  0.974263
2591  1.923775  0.943442  0.980333
2592  1.885597  0.914868  0.970728
2593  1.868074  0.898933  0.969141
2594  1.792199  0.816565  0.975634
2595  1.913510  0.939084  0.974426
2596  1.726341  0.747552  0.978789
2597  1.856480  0.865164  0.991316
2598  1.796475  0.819051  0.977424
2599  1.969014  0.987531  0.981483
2600  1.871154  0.882185  0.988969
2601  1.488213  0.507126  0.981088
2602  1.269203  0.304627  0.964576
2603  1.852484  0.888854  0.963629
2604  1.820165  0.825201  0.994964
2605  1.972489  0.992258  0.980231
2606  1.951711  0.979075  0.972636
2607  1.757414  0.777043  0.980370
2608  1.808746  0.833473  0.975272
2609  1.910153  0.943477  0.966676
2610  1.700061  0.713320  0.986741
2611  1.925525  0.934236  0.991289
2612  1.896722  0.924563  0.972159
2613  1.965841  0.973002  0.992839
2614  1.895124  0.902147  0.992977
2615  1.897774  0.922603  0.975171
2616  1.523236  0.529036  0.994201
2617  1.921185  0.942916  0.978269
2618  1.971773  0.986522  0.985250
2619  1.859095  0.884809  0.974285
2620  1.803651  0.823173  0.980478
2621  1.986356  0.993840  0.992517
2622  1.607740  0.636011  0.971729
2623  1.685246  0.713710  0.971536
2624  1.972050  0.988103  0.983946
2625  1.821416  0.839133  0.982283
2626  1.924165  0.950697  0.973468
2627  1.886750  0.906840  0.979910
2628  1.968916  0.974624  0.994293
2629  1.314698  0.325788  0.988910
2630  1.315622  0.333497  0.982125
2631  1.555674  0.594427  0.961247
2632  1.817586  0.852194  0.965392
2633  1.933915  0.955098  0.978817
2634  1.247767  0.263581  0.984186
2635  1.934447  0.951119  0.983329
2636  1.693733  0.739930  0.953804
2637  1.896778  0.909182  0.987596
2638  1.973693  0.992796  0.980897
2639  1.803509  0.825813  0.977696
2640  1.943122  0.968866  0.974256
2641  1.933606  0.964638  0.968968
2642  1.951582  0.956750  0.994831
2643  1.934800  0.940019  0.994781
2644  1.883538  0.911824  0.971713
2645  1.976669  0.987832  0.988837
2646  1.563231  0.585313  0.977918
2647  1.896405  0.920444  0.975962
2648  1.526117  0.552607  0.973509
2649  1.716455  0.736946  0.979510
2650  1.747772  0.764637  0.983134
2651  1.697975  0.734863  0.963112
2652  1.948502  0.977581  0.970921
2653  1.977841  0.988346  0.989495
2654  1.932527  0.946799  0.985728
2655  1.897579  0.915210  0.982368
2656  1.605405  0.629455  0.975950
2657  1.878841  0.884763  0.994079
2658  1.961331  0.981603  0.979728
2659  1.620604  0.654033  0.966572
2660  1.796602  0.822206  0.974396
2661  1.705791  0.721168  0.984623
2662  1.945238  0.973698  0.971539
2663  1.940423  0.967584  0.972839
2664  1.261078  0.291320  0.969758
2665  1.959911  0.969025  0.990886
2666  1.867833  0.878152  0.989680
2667  1.965274  0.980949  0.984325
2668  1.728689  0.744875  0.983813
2669  1.860545  0.881085  0.979460
2670  1.980038  0.988884  0.991154
2671  1.796106  0.815970  0.980136
2672  1.909330  0.918946  0.990383
2673  1.522215  0.534852  0.987363
2674  1.799984  0.822010  0.977974
2675  1.965395  0.989902  0.975493
2676  1.897568  0.942703  0.954865
2677  1.941861  0.957457  0.984404
2678  1.594548  0.607999  0.986549
2679  1.766576  0.804598  0.961978
2680  1.972652  0.979577  0.993075
2681  1.835956  0.868854  0.967102
2682  1.907719  0.932723  0.974996
2683  1.969333  0.983761  0.985572
2684  1.981023  0.995799  0.985224
2685  1.941810  0.951686  0.990124
2686  1.626699  0.643830  0.982870
2687  1.905670  0.920223  0.985446
2688  1.807988  0.828171  0.979817
2689  1.948800  0.980484  0.968316
2690  1.860524  0.875730  0.984794
2691  1.927937  0.944545  0.983392
2692  1.778618  0.802025  0.976593
2693  1.960639  0.981248  0.979391
2694  1.938842  0.967921  0.970921
2695  1.866369  0.887750  0.978619
2696  1.919246  0.956429  0.962816
2697  1.982121  0.995861  0.986260
2698  1.963075  0.985297  0.977777
2699  1.746536  0.767498  0.979037
2700  1.775542  0.811293  0.964248
2701  1.883869  0.903231  0.980638
2702  1.933318  0.939463  0.993854
2703  1.640361  0.659186  0.981175
2704  1.791924  0.814247  0.977677
2705  1.920824  0.930904  0.989920
2706  1.795935  0.830672  0.965263
2707  1.952281  0.967329  0.984951
2708  1.866568  0.880512  0.986056
2709  1.841840  0.857326  0.984515
2710  1.988473  0.993771  0.994703
2711  1.082072  0.097984  0.984087
2712  1.811311  0.840670  0.970641
2713  1.887185  0.923433  0.963752
2714  1.828584  0.846284  0.982300
2715  1.952657  0.972927  0.979730
2716  1.936461  0.959280  0.977181
2717  1.483603  0.499515  0.984087
2718  1.941823  0.969485  0.972338
2719  1.922164  0.944094  0.978070
2720  1.914908  0.944222  0.970686
2721  1.950835  0.965848  0.984987
2722  1.849579  0.881846  0.967733
2723  1.733367  0.759540  0.973827
2724  1.950081  0.971853  0.978227
2725  1.637537  0.662646  0.974891
2726  1.970974  0.987556  0.983418
2727  1.971439  0.980133  0.991307
2728  1.765334  0.778091  0.987243
2729  1.415111  0.446763  0.968349
2730  1.931547  0.949145  0.982402
2731  1.662426  0.668678  0.993747
2732  1.846570  0.865561  0.981009
2733  1.945758  0.969660  0.976098
2734  1.605903  0.635611  0.970292
2735  1.983029  0.988578  0.994451
2736  1.950541  0.972478  0.978063
2737  1.790321  0.811853  0.978467
2738  1.945561  0.964231  0.981331
2739  1.541101  0.559657  0.981444
2740  1.927199  0.948414  0.978785
2741  1.824151  0.848600  0.975551
2742  1.926188  0.939187  0.987001
2743  1.973975  0.986026  0.987949
2744  1.958623  0.976818  0.981805
2745  1.908915  0.935493  0.973422
2746  1.685875  0.712443  0.973433
2747  1.929236  0.941602  0.987633
2748  1.986809  0.992646  0.994163
2749  1.879065  0.909542  0.969523
2750  1.796689  0.823680  0.973009
2751  1.532404  0.559514  0.972890
2752  1.965020  0.979272  0.985748
2753  1.912300  0.938910  0.973390
2754  1.930449  0.935953  0.994496
2755  1.264001  0.289475  0.974526
2756  1.895722  0.911938  0.983784
2757  1.847436  0.866229  0.981206
2758  1.878318  0.914426  0.963892
2759  1.935591  0.963286  0.972305
2760  1.883919  0.906952  0.976967
2761  1.799689  0.827563  0.972126
2762  1.876354  0.897678  0.978676
2763  1.913237  0.943253  0.969984
2764  1.728553  0.767870  0.960683
2765  1.960097  0.968121  0.991976
2766  1.940128  0.955626  0.984502
2767  1.924945  0.948612  0.976333
2768  1.963054  0.978921  0.984133
2769  1.748728  0.771736  0.976992
2770  1.848511  0.879077  0.969434
2771  1.810016  0.851454  0.958562
2772  1.765675  0.793778  0.971897
2773  1.893890  0.928107  0.965783
2774  1.868707  0.883731  0.984976
2775  1.967603  0.981077  0.986525
2776  1.724900  0.742497  0.982403
2777  1.977256  0.994964  0.982292
2778  1.655638  0.686650  0.968988
2779  1.482652  0.511090  0.971562
2780  1.675626  0.698744  0.976882
2781  1.701324  0.713914  0.987410
2782  1.882030  0.908760  0.973270
2783  1.976845  0.989729  0.987115
2784  1.907442  0.915326  0.992115
2785  1.739874  0.763055  0.976819
2786  1.897237  0.906522  0.990715
2787  1.930527  0.959743  0.970785
2788  1.958244  0.971583  0.986662
2789  1.637488  0.660812  0.976676
2790  1.969380  0.976697  0.992683
2791  1.932954  0.943205  0.989749
2792  1.989431  0.995513  0.993918
2793  1.841397  0.846964  0.994433
2794  1.900134  0.924311  0.975823
2795  1.736155  0.761185  0.974970
2796  1.935067  0.963492  0.971575
2797  1.680090  0.700924  0.979166
2798  1.963144  0.972564  0.990581
2799  1.851035  0.883098  0.967937
2800  1.441220  0.458699  0.982520
2801  1.329737  0.350321  0.979416
2802  1.865555  0.873480  0.992075
2803  1.888414  0.899150  0.989264
2804  1.481376  0.517610  0.963766
2805  1.889054  0.903372  0.985682
2806  1.607548  0.616453  0.991094
2807  1.213197  0.224066  0.989131
2808  1.970136  0.987218  0.982918
2809  1.731196  0.740798  0.990398
2810  1.744302  0.763678  0.980625
2811  1.958270  0.976214  0.982056
2812  1.811927  0.835177  0.976750
2813  1.964445  0.982828  0.981617
2814  1.966959  0.989094  0.977865
2815  1.442729  0.456494  0.986235
2816  1.896225  0.919335  0.976890
2817  1.953333  0.976210  0.977122
2818  1.931760  0.951331  0.980429
2819  1.818388  0.846972  0.971416
2820  1.957028  0.978577  0.978451
2821  1.969085  0.980161  0.988924
2822  1.981992  0.996130  0.985862
2823  1.782450  0.812280  0.970170
2824  1.408351  0.426654  0.981697
2825  1.453320  0.486338  0.966982
2826  1.954868  0.972892  0.981976
2827  1.829576  0.850515  0.979060
2828  1.951881  0.968019  0.983862
2829  1.771746  0.785758  0.985989
2830  1.883560  0.911390  0.972170
2831  1.954093  0.963587  0.990506
2832  1.956371  0.966009  0.990362
2833  1.860249  0.877589  0.982660
2834  1.909929  0.922419  0.987510
2835  1.854645  0.869747  0.984897
2836  1.828944  0.837193  0.991751
2837  1.766891  0.779490  0.987401
2838  1.954034  0.971678  0.982357
2839  1.951962  0.962554  0.989408
2840  1.952817  0.969266  0.983551
2841  1.890418  0.914774  0.975644
2842  1.463679  0.498943  0.964735
2843  1.952333  0.978034  0.974299
2844  1.819133  0.843274  0.975859
2845  1.714629  0.743776  0.970853
2846  1.850842  0.872082  0.978760
2847  1.734506  0.755399  0.979107
2848  1.892036  0.920142  0.971894
2849  1.704464  0.739413  0.965051
2850  1.966134  0.979857  0.986277
2851  1.947365  0.965297  0.982068
2852  1.932735  0.963448  0.969286
2853  1.982358  0.993847  0.988511
2854  1.901820  0.930904  0.970916
2855  1.885365  0.897057  0.988309
2856  1.943008  0.954597  0.988411
2857  1.820421  0.844395  0.976026
2858  1.930853  0.957242  0.973611
2859  1.823514  0.837656  0.985858
2860  1.432364  0.463851  0.968514
2861  1.961885  0.982259  0.979626
2862  1.897246  0.906943  0.990303
2863  1.677981  0.707458  0.970524
2864  1.028768  0.039759  0.989009
2865  1.867451  0.891234  0.976217
2866  1.759769  0.790543  0.969226
2867  1.914579  0.932634  0.981945
2868  1.952289  0.963555  0.988735
2869  1.980258  0.988239  0.992019
2870  1.612496  0.640504  0.971992
2871  1.790424  0.814353  0.976071
2872  1.794382  0.811151  0.983231
2873  1.953057  0.967395  0.985662
2874  1.858019  0.865556  0.992464
2875  1.864652  0.881744  0.982908
2876  1.626820  0.652960  0.973860
2877  1.768652  0.788375  0.980276
2878  1.985395  0.994374  0.991020
2879  1.219747  0.237622  0.982126
2880  1.685031  0.699287  0.985744
2881  1.214281  0.231609  0.982671
2882  1.928199  0.944112  0.984087
2883  1.974390  0.980138  0.994251
2884  1.973018  0.980520  0.992498
2885  1.978263  0.988220  0.990043
2886  1.981490  0.992132  0.989359
2887  1.711817  0.717379  0.994438
2888  1.964629  0.982740  0.981889
2889  1.962690  0.982590  0.980100
2890  1.700299  0.732909  0.967391
2891  1.963518  0.979937  0.983581
2892  1.971470  0.990276  0.981195
2893  1.915258  0.942001  0.973258
2894  1.893038  0.934790  0.958248
2895  1.672889  0.708606  0.964283
2896  1.962653  0.980054  0.982599
2897  1.992631  0.998897  0.993734
2898  1.849852  0.885596  0.964256
2899  1.966891  0.982556  0.984335
2900  1.850863  0.865105  0.985758
2901  1.970618  0.988262  0.982357
2902  1.960564  0.981970  0.978594
2903  1.974947  0.995192  0.979755
2904  1.962598  0.981280  0.981318
2905  1.945149  0.954522  0.990627
2906  1.749905  0.774222  0.975682
2907  1.413907  0.427403  0.986504
2908  1.958576  0.969316  0.989260
2909  1.436582  0.450565  0.986017
2910  1.954757  0.961245  0.993512
2911  1.628252  0.657672  0.970580
2912  1.858283  0.892733  0.965549
2913  1.972037  0.984737  0.987301
2914  1.940191  0.965941  0.974250
2915  1.835253  0.845142  0.990111
2916  1.904019  0.941826  0.962193
2917  1.910733  0.935842  0.974891
2918  1.926751  0.935230  0.991521
2919  1.918292  0.935291  0.983001
2920  1.612071  0.625989  0.986081
2921  1.955142  0.969669  0.985474
2922  1.900598  0.916994  0.983604
2923  1.902771  0.915716  0.987055
2924  1.754087  0.786133  0.967954
2925  1.959414  0.982644  0.976771
2926  1.905362  0.949609  0.955753
2927  1.935188  0.975094  0.960093
2928  1.754359  0.801678  0.952681
2929  1.913342  0.937140  0.976202
2930  1.896287  0.910082  0.986205
2931  1.950514  0.975273  0.975241
2932  1.866319  0.897891  0.968428
2933  1.874973  0.901704  0.973269
2934  1.948138  0.966203  0.981935
2935  1.962882  0.987189  0.975693
2936  1.881846  0.912448  0.969399
2937  1.634602  0.654886  0.979716
2938  1.827332  0.849179  0.978153
2939  1.774475  0.787400  0.987075
2940  1.975244  0.984246  0.990998
2941  1.898711  0.918849  0.979862
2942  1.954910  0.960202  0.994708
2943  1.462568  0.485366  0.977202
2944  1.845052  0.880264  0.964788
2945  1.908683  0.934408  0.974276
2946  1.873633  0.890600  0.983033
2947  1.386934  0.412522  0.974412
2948  1.300130  0.334062  0.966068
2949  1.774915  0.807129  0.967785
2950  1.948763  0.955363  0.993400
2951  1.765480  0.793769  0.971711
2952  1.732525  0.772597  0.959927
2953  1.646543  0.660078  0.986464
2954  1.445505  0.455271  0.990234
2955  1.834838  0.850751  0.984087
2956  1.860604  0.895470  0.965134
2957  1.884818  0.896788  0.988029
2958  1.983656  0.993361  0.990295
2959  1.929045  0.943959  0.985086
2960  1.730969  0.759580  0.971389
2961  1.936988  0.959642  0.977346
2962  1.879310  0.899724  0.979587
2963  1.962054  0.981732  0.980323
2964  1.904957  0.935955  0.969002
2965  1.574670  0.606293  0.968377
2966  1.534915  0.565905  0.969010
2967  1.833696  0.861890  0.971806
2968  1.806461  0.833151  0.973310
2969  1.615456  0.655886  0.959570
2970  1.691999  0.712391  0.979608
2971  1.958152  0.978156  0.979996
2972  1.811320  0.835728  0.975592
2973  1.934190  0.948130  0.986060
2974  1.952615  0.959583  0.993032
2975  1.634682  0.662983  0.971699
2976  1.708546  0.728955  0.979591
2977  1.881391  0.891832  0.989560
2978  1.610480  0.626806  0.983674
2979  1.870681  0.882516  0.988165
2980  1.941134  0.972030  0.969104
2981  1.824939  0.851254  0.973685
2982  1.873744  0.895079  0.978665
2983  1.424655  0.446569  0.978086
2984  1.964423  0.988931  0.975491
2985  1.954705  0.972974  0.981730
2986  1.842175  0.857470  0.984705
2987  1.877130  0.907982  0.969148
2988  1.945796  0.961473  0.984323
2989  1.825610  0.834423  0.991187
2990  1.940288  0.956540  0.983748
2991  1.948179  0.974493  0.973685
2992  1.947741  0.981623  0.966118
2993  1.780387  0.811683  0.968704
2994  1.934062  0.963197  0.970866
2995  1.947225  0.974467  0.972758
2996  1.851396  0.863520  0.987876
2997  1.901767  0.921277  0.980490
2998  1.853803  0.869462  0.984341
2999  1.946107  0.963718  0.982389
3000  1.821034  0.852454  0.968580
3001  1.653233  0.675494  0.977739
3002  1.735840  0.750284  0.985555
3003  1.940163  0.950333  0.989831
3004  0.969252  0.000000  0.969252
3005  1.951858  0.968614  0.983244
3006  1.541521  0.567779  0.973742
3007  1.951007  0.961840  0.989167
3008  1.967589  0.980944  0.986646
3009  1.477882  0.501787  0.976095
3010  1.964174  0.983264  0.980910
3011  1.965930  0.970941  0.994989
3012  1.961079  0.974025  0.987054
3013  1.939991  0.956105  0.983886
3014  1.975650  0.981953  0.993698
3015  1.803779  0.833486  0.970293
3016  1.981456  0.991615  0.989841
3017  1.877249  0.884517  0.992732
3018  1.890543  0.902718  0.987825
3019  1.940813  0.955752  0.985060
3020  1.978472  0.989503  0.988969
3021  1.409854  0.434291  0.975564
3022  1.948916  0.958651  0.990264
3023  1.782645  0.798446  0.984199
3024  1.925100  0.955014  0.970086
3025  1.860831  0.866972  0.993859
3026  1.509163  0.536182  0.972981
3027  1.665181  0.676653  0.988528
3028  1.931072  0.954043  0.977030
3029  1.681051  0.699321  0.981730
3030  1.551813  0.581478  0.970334
3031  1.886736  0.900672  0.986065
3032  1.979125  0.994147  0.984978
3033  1.854702  0.864712  0.989990
3034  1.982480  0.990510  0.991970
3035  1.657244  0.684193  0.973052
3036  1.963387  0.980264  0.983123
3037  1.916910  0.944391  0.972519
3038  1.888448  0.919610  0.968838
3039  1.862662  0.876635  0.986027
3040  1.895918  0.932265  0.963653
3041  1.924909  0.950177  0.974732
3042  1.880450  0.909530  0.970920
3043  1.953241  0.962528  0.990713
3044  1.969001  0.979782  0.989219
3045  1.989735  0.997942  0.991793
3046  1.811574  0.837860  0.973713
3047  1.419700  0.443667  0.976033
3048  1.852249  0.859429  0.992820
3049  1.950511  0.964844  0.985667
3050  1.939161  0.950615  0.988546
3051  1.965201  0.981221  0.983980
3052  1.545147  0.567051  0.978097
3053  1.772663  0.789818  0.982845
3054  1.881258  0.902643  0.978615
3055  1.940660  0.956229  0.984430
3056  1.658332  0.693675  0.964657
3057  1.978930  0.988608  0.990322
3058  1.331812  0.360071  0.971742
3059  1.613805  0.651313  0.962492
3060  1.949909  0.970981  0.978928
3061  1.661235  0.683937  0.977298
3062  1.869274  0.899242  0.970031
3063  1.807695  0.822983  0.984712
3064  1.912274  0.931872  0.980401
3065  1.961741  0.981242  0.980499
3066  1.859882  0.875121  0.984760
3067  1.910121  0.925720  0.984401
3068  1.707460  0.730953  0.976507
3069  1.797645  0.827084  0.970560
3070  1.972655  0.986578  0.986077
3071  1.849646  0.861026  0.988620
3072  1.980148  0.994083  0.986065
3073  1.714059  0.728799  0.985260
3074  1.941137  0.964806  0.976331
3075  1.924246  0.961005  0.963241
3076  1.697533  0.738207  0.959326
3077  1.943335  0.956200  0.987135
3078  1.937860  0.947468  0.990392
3079  1.853479  0.874789  0.978689
3080  1.624382  0.636174  0.988208
3081  1.978421  0.994598  0.983823
3082  1.902066  0.925692  0.976374
3083  1.967670  0.973893  0.993777
3084  1.773038  0.803535  0.969504
3085  1.768104  0.779238  0.988866
3086  1.902149  0.922319  0.979830
3087  1.919144  0.930352  0.988792
3088  1.948765  0.971643  0.977122
3089  1.758276  0.805480  0.952796
3090  1.462587  0.483959  0.978628
3091  1.934594  0.958389  0.976205
3092  1.937591  0.953130  0.984460
3093  1.953338  0.975092  0.978245
3094  1.401817  0.410778  0.991039
3095  1.965819  0.989402  0.976417
3096  1.948288  0.957554  0.990734
3097  1.836960  0.866590  0.970370
3098  1.925811  0.935394  0.990417
3099  1.963510  0.970053  0.993457
3100  1.815310  0.825706  0.989604
3101  1.968073  0.987453  0.980620
3102  1.780708  0.813239  0.967469
3103  1.878339  0.901318  0.977021
3104  1.894736  0.915443  0.979293
3105  1.961180  0.972408  0.988772
3106  1.942427  0.949118  0.993309
3107  1.612306  0.626743  0.985563
3108  1.696790  0.716870  0.979920
3109  1.875287  0.895085  0.980201
3110  1.924337  0.964599  0.959738
3111  1.893497  0.906538  0.986959
3112  1.936658  0.960095  0.976563
3113  1.990849  0.996078  0.994771
3114  1.973885  0.979446  0.994438
3115  1.799993  0.812839  0.987154
3116  1.884972  0.904979  0.979993
3117  1.976777  0.985921  0.990855
3118  1.972780  0.985597  0.987182
3119  1.951031  0.981651  0.969379
3120  1.305076  0.343012  0.962064
3121  1.985189  0.996150  0.989039
3122  1.866126  0.894287  0.971839
3123  1.945147  0.970550  0.974597
3124  1.772034  0.802312  0.969722
3125  1.952703  0.971231  0.981472
3126  1.967881  0.973310  0.994571
3127  1.961326  0.975845  0.985480
3128  1.898738  0.906122  0.992616
3129  1.978980  0.994449  0.984531
3130  1.951086  0.957434  0.993651
3131  1.781878  0.814424  0.967454
3132  1.838891  0.877696  0.961195
3133  1.907752  0.928268  0.979484
3134  1.899218  0.929293  0.969926
3135  1.847407  0.860776  0.986630
3136  1.824519  0.847956  0.976563
3137  1.838904  0.861580  0.977323
3138  1.922645  0.945569  0.977076
3139  1.927417  0.946197  0.981221
3140  1.766596  0.788552  0.978045
3141  1.895088  0.917726  0.977362
3142  1.977729  0.995524  0.982205
3143  1.948258  0.972641  0.975618
3144  1.847119  0.874723  0.972397
3145  1.936890  0.947627  0.989263
3146  1.956354  0.974782  0.981572
3147  1.904183  0.916949  0.987233
3148  1.904034  0.921286  0.982748
3149  1.891800  0.932543  0.959257
3150  1.417938  0.427796  0.990142
3151  1.905506  0.922204  0.983302
3152  1.709985  0.723749  0.986236
3153  1.878896  0.901738  0.977159
3154  1.667565  0.698059  0.969506
3155  1.747178  0.779976  0.967203
3156  1.889950  0.907351  0.982599
3157  1.717865  0.759565  0.958300
3158  1.341266  0.370725  0.970541
3159  1.273727  0.304801  0.968925
3160  1.952616  0.965838  0.986778
3161  1.293455  0.309553  0.983902
3162  1.893013  0.906897  0.986116
3163  1.906936  0.927482  0.979454
3164  1.924352  0.938977  0.985376
3165  1.865127  0.887648  0.977479
3166  1.914039  0.943270  0.970769
3167  1.852340  0.878772  0.973568
3168  1.968968  0.985211  0.983757
3169  1.969141  0.977200  0.991940
3170  1.925963  0.935189  0.990774
3171  1.959815  0.984633  0.975182
3172  1.854011  0.884370  0.969641
3173  1.957790  0.983320  0.974470
3174  1.971247  0.985364  0.985883
3175  1.770676  0.780544  0.990133
3176  1.989486  0.997489  0.991997
3177  1.617272  0.645131  0.972141
3178  1.327712  0.347213  0.980499
3179  1.912755  0.929337  0.983418
3180  1.752874  0.779776  0.973098
3181  1.957522  0.985727  0.971794
3182  1.960269  0.973269  0.987000
3183  1.893871  0.918838  0.975033
3184  1.977030  0.992534  0.984497
3185  1.943496  0.956095  0.987401
3186  1.723387  0.746941  0.976446
3187  1.792578  0.833956  0.958622
3188  1.940548  0.953573  0.986975
3189  1.833628  0.845108  0.988520
3190  1.871007  0.881124  0.989883
3191  1.955295  0.974426  0.980870
3192  1.792470  0.807099  0.985372
3193  1.971168  0.982656  0.988512
3194  1.852008  0.884549  0.967458
3195  1.971461  0.980424  0.991036
3196  1.828007  0.854188  0.973819
3197  1.817715  0.832835  0.984880
3198  1.945078  0.970135  0.974943
3199  1.849387  0.874830  0.974556
3200  1.889233  0.903121  0.986112
3201  1.964577  0.986835  0.977742
3202  1.933328  0.955298  0.978030
3203  1.876166  0.901878  0.974288
3204  1.706479  0.736245  0.970234
3205  1.631351  0.663680  0.967671
3206  1.366111  0.380513  0.985598
3207  1.887964  0.904253  0.983710
3208  1.907175  0.918462  0.988714
3209  1.947824  0.972083  0.975742
3210  1.882488  0.896222  0.986266
3211  1.948910  0.958942  0.989968
3212  1.770019  0.791162  0.978857
3213  1.786337  0.806462  0.979876
3214  1.948313  0.966586  0.981727
3215  1.838101  0.867487  0.970614
3216  1.908234  0.915463  0.992772
3217  1.688038  0.727090  0.960949
3218  1.941961  0.961300  0.980661
3219  1.938936  0.964339  0.974597
3220  1.668633  0.700091  0.968541
3221  1.945567  0.970334  0.975234
3222  1.849327  0.872279  0.977048
3223  1.897962  0.914342  0.983620
3224  1.545637  0.561097  0.984540
3225  1.894607  0.908947  0.985660
3226  1.261430  0.283855  0.977575
3227  1.973638  0.986835  0.986803
3228  1.813580  0.833400  0.980180
3229  1.795731  0.804637  0.991094
3230  1.814319  0.825132  0.989187
3231  1.958007  0.967219  0.990787
3232  1.859123  0.893268  0.965856
3233  1.147696  0.165116  0.982580
3234  1.657522  0.695987  0.961535
3235  1.875640  0.904906  0.970734
3236  1.946682  0.960021  0.986662
3237  1.350756  0.364066  0.986690
3238  1.112956  0.147120  0.965836
3239  1.931013  0.954429  0.976584
3240  1.547545  0.566967  0.980578
3241  1.874287  0.889003  0.985284
3242  1.302759  0.322243  0.980515
3243  1.924279  0.960312  0.963966
3244  1.925635  0.944228  0.981408
3245  1.761657  0.784371  0.977285
3246  1.853376  0.876620  0.976755
3247  1.896406  0.909613  0.986793
3248  1.957423  0.971985  0.985439
3249  1.873227  0.883384  0.989843
3250  1.368536  0.393307  0.975230
